09:45:00.000,126 19.0/32,126 17.0/32,23958
10:00:00.000,126 18.5/32,126 17.0/32,8772
10:15:00.000,null,null,0
10:30:00.000,null,null,0
10:45:00.000,null,null,0
11:00:00.000,null,null,0
11:15:00.000,null,null,0
11:30:00.000,null,null,0
11:45:00.000,null,null,0
12:00:00.000,null,null,0
12:15:00.000,null,null,0
12:30:00.000,null,null,0
12:45:00.000,null,null,0
13:00:00.000,null,null,0
13:15:00.000,null,null,0
13:30:00.000,null,null,0
13:45:00.000,null,null,0
14:00:00.000,null,null,0
14:15:00.000,null,null,0
14:30:00.000,null,null,0
14:45:00.000,null,null,0
15:00:00.000,null,null,0
15:15:00.000,null,null,0
15:30:00.000,null,null,0
15:45:00.000,null,null,0
16:00:00.000,null,null,0
16:15:00.000,null,null,0
16:30:00.000,null,null,0
16:45:00.000,null,null,0
17:00:00.000,null,null,0
17:15:00.000,null,null,0
17:30:00.000,null,null,0
17:45:00.000,null,null,0
18:00:00.000,null,null,0
18:15:00.000,null,null,0
18:30:00.000,null,null,0
18:45:00.000,null,null,0
19:00:00.000,null,null,0
19:15:00.000,null,null,0
19:30:00.000,null,null,0
19:45:00.000,null,null,0
20:00:00.000,null,null,0
20:15:00.000,null,null,0
20:30:00.000,null,null,0
20:45:00.000,null,null,0
21:00:00.000,null,null,0
21:15:00.000,null,null,0
21:30:00.000,null,null,0
21:45:00.000,null,null,0
22:00:00.000,null,null,0
22:15:00.000,null,null,0
22:30:00.000,null,null,0
22:45:00.000,126 15.0/32,126 14.5/32,13
23:00:00.000,null,null,0
23:15:00.000,null,null,0
23:30:00.000,null,null,0
23:45:00.000,null,null,0
